"","x"
"957402",13
"671873",13
"1673612",13
"724569",13
"1546787",13
"1628206",13
"535656",13
"1060786",13
"1732694",13
"1482608",13
"483249",13
"588312",13
"421094",13
"1637313",13
"688081",13
"236379",13
"1994171",13
"1592267",13
"1266257",13
"1754970",13
"1640755",13
"1284851",13
"560372",13
"1578410",13
"1444855",13
"1518370",13
"1138590",13
"1109589",13
"613542",13
"1524892",13
"1602477",13
"639004",13
"1547177",13
"1356814",13
"382430",13
"1412499",13
"670185",13
"1147139",13
"1708351",13
"1206940",13
"1773252",13
"1455506",13
"1305894",13
"1494021",13
"1086380",13
"1684364",13
"1192154",13
"2293385",13
"1710830",13
"1269598",13
"1029921",13
"1391619",13
"1176120",13
"1465297",13
"1594139",13
"1305190",13
"1346387",13
"1473267",13
"443864",13
"648158",13
"931948",13
"1318289",13
"2398947",13
"1700551",13
"1284323",13
"660577",12
"272156",12
"599032",12
"293015",12
"1423033",12
"395415",12
"1235373",12
"414929",12
"391450",12
"1262723",12
"1484750",12
"848228",12
"2269667",12
"1227546",12
"448015",12
"591487",12
"569496",12
"386071",12
"497985",12
"206849",12
"187855",12
"484997",12
"514544",12
"798914",12
"761926",12
"942556",12
"1368453",12
"1166274",12
"213779",12
"1368382",12
"463563",12
"423427",12
"249392",12
"1017973",12
"247978",12
"351885",12
"1170807",12
"835320",12
"297480",12
"337187",12
"511006",12
"1477106",12
"271273",12
"219257",12
"612051",12
"666395",12
"121211",12
"274465",12
"195464",12
"435434",12
"359624",12
"149278",12
"827608",12
"1307844",12
"364764",12
"580456",12
"5168",12
"1562296",12
"164638",12
"172445",12
"898020",12
"581292",12
"845166",12
"1114896",12
"1208356",12
"856047",12
"228392",12
"651451",12
"1587798",12
"1404591",12
"121748",12
"303164",12
"469243",12
"334000",12
"1426736",12
"579547",12
"1544442",12
"991972",12
"789099",12
"326774",12
"257500",12
"1328721",12
"596432",12
"243331",12
"344455",12
"649046",12
"2325509",12
"655478",12
"666542",12
"522791",12
"151629",12
"312942",12
"1479693",12
"619950",12
"129972",12
"1462805",12
"80271",12
"311604",12
"645420",12
"1269200",12
"209405",12
"1158711",12
"278056",12
"379683",12
"351748",12
"1136811",12
"292231",12
"322653",12
"633386",12
"546570",12
"258364",12
"860151",12
"529732",12
"167634",12
"520487",12
"560594",12
"112864",12
"1280013",12
"608715",12
"707172",12
"666387",12
"161816",12
"1926001",12
"189859",12
"997985",12
"526448",12
"392945",12
"726488",12
"897264",12
"670522",12
"146807",12
"174526",12
"1001199",12
"87880",12
"1189511",12
"225025",12
"690440",12
"677286",12
"325937",12
"448220",12
"29235",12
"636072",12
"1481234",12
"868813",12
"105893",12
"253503",12
"324679",12
"143485",12
"91118",12
"666975",12
"146711",12
"954221",12
"1080681",12
"672192",12
"1324905",12
"262339",12
"460186",12
"1193929",12
"1170554",12
"230573",12
"614681",12
"1489369",12
"217042",12
"872207",12
"522312",12
"1088893",12
"1115604",12
"482711",12
"236253",12
"1344268",12
"110944",12
"1317677",12
"417520",12
"266248",12
"864006",12
"485427",12
"1890895",12
"182600",12
"160607",12
"681488",12
"2294878",12
"307529",12
"348968",12
"809451",12
"468899",12
"670848",12
"192563",12
"460430",12
"633176",12
"329811",12
"581799",12
"603359",12
"489047",12
"518395",12
"738986",12
"186903",12
"1151726",12
"541816",12
"629724",12
"601698",12
"1255558",12
"651670",12
"1024024",12
"994242",12
"153750",12
"506853",12
"996216",12
"89145",12
"1083230",12
"716457",12
"612755",12
"584535",12
"1130652",12
"355898",12
"586689",12
"263701",12
"645739",12
"183536",12
"184370",12
"930127",12
"731277",12
"285453",12
"151489",12
"664344",12
"207380",12
"129310",12
"121432",12
"443655",12
"301543",12
"1320265",12
"947069",12
"563307",12
"47862",12
"479222",12
"1738370",12
"499091",12
"683381",12
"380359",12
"970978",12
"404592",12
"726846",12
"1394963",12
"227619",12
"1381124",12
"1452524",12
"516153",12
"418432",12
"161075",12
"415755",12
"1386108",12
"552234",12
"145437",12
"902018",12
"1176644",12
"275701",12
"165550",12
"919283",12
"713919",12
"1537929",12
"644722",12
"857123",12
"616155",12
"45433",12
"16951",12
"1173090",12
"526435",12
"825708",12
"331823",12
"538555",12
"1295171",12
"1090432",12
"15069",12
"171270",12
"659360",12
"250843",12
"282856",12
"533154",12
"176370",12
"1160244",12
"867914",12
"141320",12
"243873",12
"336531",12
"719197",12
"227057",12
"172757",12
"1043934",12
"209673",12
"635252",12
"768217",12
"604812",12
"425967",12
"257110",12
"450246",12
"1027483",12
"410872",12
"519527",12
"938078",12
"937149",12
"1456971",12
"279141",12
"118566",12
"439413",12
"1646761",12
"1160318",12
"1439786",12
"1095776",12
"489854",12
"1689322",12
"679832",12
"405096",12
"327366",12
"1061529",12
"615916",12
"196692",12
"978192",12
"423690",12
"276635",12
"1370538",12
"1715330",12
"194757",12
"614362",12
"321896",12
"963586",12
"542718",12
"169725",12
"147765",12
"796282",12
"916319",12
"379478",12
"1046577",12
"569433",12
"1578888",12
"173545",12
"173142",12
"311748",12
"370576",12
"1073062",12
"252014",12
"1002533",12
"342551",12
"454301",12
"723452",12
"1204761",12
"465450",12
"165663",12
"3642",12
"512000",12
"614999",12
"183914",12
"431065",12
"625562",12
"1145259",12
"333503",12
"385000",12
"679632",12
"691078",12
"151355",12
"308008",12
"492669",12
"383857",12
"215150",12
"280399",12
"166992",12
"553406",12
"715462",12
"187797",12
"1163476",12
"806697",12
"120567",12
"502879",12
"703432",12
"273877",12
"142882",12
"372519",12
"659389",12
"611541",12
"1425022",12
"759326",12
"280725",12
"1113288",12
"547117",12
"206259",12
"1240962",12
"712387",12
"495069",12
"1095168",12
"183124",12
"620436",12
"737899",12
"211414",12
"238939",12
"563295",12
"577318",12
"1225085",12
"557777",12
"683657",12
"350836",12
"1409183",12
"1305624",12
"148662",12
"558880",12
"143272",12
"475525",12
"115707",12
"33340",12
"1323214",12
"596909",12
"177804",12
"995676",12
"73470",12
"77402",12
"233936",12
"277124",12
"828924",12
"504765",12
"1436642",12
"862067",12
"481353",12
"839869",12
"599352",12
"358788",12
"383605",12
"914657",12
"1357544",12
"533071",12
"1390098",12
"329378",12
"446204",12
"574365",12
"601181",12
"1040634",12
"822662",12
"1146666",12
"1192046",12
"1203368",12
"661611",12
"322000",12
"922488",12
"169831",12
"410428",12
"1170160",12
"691560",12
"145592",12
"123297",12
"474602",12
"1396593",12
"344011",12
"215623",12
"919729",12
"866641",12
"1328843",12
"157434",12
"510237",12
"308383",12
"424397",12
"449804",12
"159064",12
"717915",12
"388961",12
"1241994",12
"641654",12
"5361",12
"196357",12
"976741",12
"688211",12
"351390",12
"381735",12
"620424",12
"587743",12
"351932",12
"186580",12
"1185940",12
"4150",12
"689930",12
"587962",12
"157389",12
"1581058",12
"640866",12
"24493",12
"342169",12
"269599",12
"511521",12
"110201",12
"1396201",12
"366365",12
"1311875",12
"1291683",12
"970156",12
"173593",12
"1158182",12
"156194",12
"1512746",12
"1585923",12
"196669",12
"1461407",12
"247709",12
"297384",12
"760881",12
"1156233",12
"1526851",12
"589242",12
"1149136",12
"1336905",12
"393696",12
"989829",12
"159290",12
"187451",12
"551714",12
"1074794",12
"714590",12
"1414025",12
"509484",12
"659183",12
"1371771",12
"481064",12
"1058580",12
"1077068",12
"586682",12
"1457444",12
"1265150",12
"656932",12
"280836",12
"327184",12
"769448",12
"958389",12
"627571",12
"261779",12
"302102",12
"994651",12
"1068536",12
"835710",12
"410061",12
"998128",12
"530016",12
"497268",12
"1185526",12
"167574",12
"731825",12
"406420",12
"853337",12
"591693",12
"623090",12
"1529420",12
"174660",12
"362188",12
"678991",12
"481070",12
"1361930",12
"276918",12
"6738",12
"532147",12
"188104",12
"1026275",12
"1012545",12
"1024893",12
"437663",12
"1012891",12
"1035450",12
"1206043",12
"208381",12
"735858",12
"2006691",12
"95571",12
"914799",12
"245541",12
"387308",12
"295343",12
"701526",12
"1426884",12
"647216",12
"238438",12
"552260",12
"1285135",12
"661663",12
"1229299",12
"1481011",12
"33848",12
"1135825",12
"1206406",12
"1330843",12
"610249",12
"597325",12
"1054163",12
"1006094",12
"649572",12
"441913",12
"779761",12
"1347209",12
"745626",12
"731712",12
"302845",12
"621160",12
"712367",12
"673889",12
"615633",12
"511766",12
"1935684",12
"78010",12
"509302",12
"889782",12
"563990",12
"315621",12
"925177",12
"652291",12
"587515",12
"157472",12
"490572",12
"213908",12
"511472",12
"454592",12
"542234",12
"306558",12
"320029",12
"577330",12
"506868",12
"959801",12
"69182",12
"620894",12
"189973",12
"466859",12
"609860",12
"1025819",12
"522057",12
"206292",12
"1220494",12
"606167",12
"48877",12
"661218",12
"1001167",12
"1518154",12
"341851",12
"225712",12
"704349",12
"714850",12
"655494",12
"369495",12
"657844",12
"882470",12
"170724",12
"1049075",12
"361374",12
"389287",12
"1497876",12
"904954",12
"16205",12
"653546",12
"960053",12
"271471",12
"1158675",12
"656194",12
"905392",12
"714713",12
"587262",12
"469069",12
"531370",12
"645168",12
"599539",12
"619371",12
"429961",12
"1549950",12
"673930",12
"192512",12
"1068471",12
"362515",12
"120538",12
"1069406",12
"651456",12
"29019",12
"298327",12
"167960",12
"189685",12
"608926",12
"311468",12
"337985",12
"1438645",12
"378614",12
"1289450",12
"1127236",12
"338261",12
"517448",12
"1017321",12
"573169",12
"520180",12
"870955",12
"142403",12
"285294",12
"405177",12
"559104",12
"12112",12
"567723",12
"355300",12
"1097426",12
"610729",12
"777404",12
"339558",12
"825326",12
"796934",12
"157509",12
"339724",12
"1146317",12
"1604937",12
"304274",12
"159414",12
"858707",12
"476715",12
"241312",12
"445415",12
"653553",12
"434770",12
"350996",12
"896174",12
"245339",12
"1374293",12
"608567",12
"391200",12
"165495",12
"671611",12
"386533",12
"669515",12
"797926",12
"376125",12
"1785607",12
"648681",12
"632203",12
"669119",12
"394633",12
"238991",12
"667805",12
"1199575",12
"910782",12
"117897",12
"1733523",12
"233514",12
"643570",12
"5580",12
"198666",12
"659718",12
"623383",12
"1039453",12
"488684",12
"673323",12
"650876",12
"1145430",12
"188886",12
"218159",12
"248714",12
"601427",12
"45158",12
"316743",12
"419418",12
"585694",12
"712164",12
"566845",12
"1166453",12
"404738",12
"1593465",12
"285387",12
"674873",12
"716577",12
"219904",12
"596027",12
"935415",12
"171887",12
"151512",12
"581651",12
"606461",12
"1039881",12
"3939",12
"702903",12
"1134030",12
"445204",12
"182547",12
"684067",12
"622358",12
"649284",12
"950488",12
"1079661",12
"756745",12
"676257",12
"916869",12
"666963",12
"1387179",12
"738665",12
"656168",12
"524211",12
"2293377",12
"681391",12
"1464400",12
"818805",12
"542465",12
"474332",12
"635563",12
"277636",12
"531748",12
"1314525",12
"973528",12
"442460",12
"213525",12
"1246140",12
"327484",12
"577432",12
"351839",12
"1046253",12
"227923",12
"198042",12
"615723",12
"639640",12
"581129",12
"262752",12
"107799",12
"1112630",12
"405165",12
"28007",12
"546648",12
"15828",12
"649871",12
"481574",12
"1009386",12
"669972",12
"812533",12
"493656",12
"691280",12
"910692",12
"1183479",12
"550661",12
"810064",12
"823184",12
"274036",12
"313618",12
"256816",12
"83654",12
"608990",12
"658936",12
"1650557",12
"805526",12
"68564",12
"1056632",12
"406298",12
"461352",12
"382947",12
"1383362",12
"489803",12
"1412338",12
"523491",12
"584363",12
"88234",12
"1940634",12
"421512",12
"385099",12
"727832",12
"564565",12
"1107944",12
"1236643",12
"537436",12
"119593",12
"674138",12
"845248",12
"500194",12
"834635",12
"239970",12
"1071772",12
"405637",12
"1022990",12
"398045",12
"637286",12
"988791",12
"504506",12
"725443",12
"1214155",12
"329853",12
"1057280",12
"569093",12
"187410",12
"203204",12
"809789",12
"711461",12
"192535",12
"149960",12
"1391487",12
"707044",12
"487136",12
"638745",12
"1101754",12
"1458524",12
"1455450",12
"1485664",12
"677435",12
"825619",12
"271156",12
"1174254",12
"1043776",12
"144265",12
"419092",12
"1576121",12
"548269",12
"1026435",12
"2448701",12
"344338",12
"469648",12
"485751",12
"249495",12
"1046687",12
"855336",12
"154770",12
"310991",12
"532560",12
"1254574",12
"398060",12
"972269",12
"410364",12
"500138",12
"390810",12
"35428",12
"900096",12
"1525279",12
"250964",12
"622366",12
"648279",12
"469692",12
"542475",12
"1603322",12
"775626",12
"412807",12
"670449",12
"541144",12
"290256",12
"582648",12
"147974",12
"941328",12
"1003909",12
"533465",12
"737653",12
"243912",12
"621937",12
"548142",12
"13384",12
"727497",12
"1264223",12
"936948",12
"775468",12
"1466889",12
"522191",12
"317069",12
"89191",12
"310154",12
"679466",12
"599054",12
"521602",12
"530344",12
"621904",12
"1660700",12
"730942",12
"313332",12
"186695",12
"369459",12
"425258",12
"56596",12
"582621",12
"627614",12
"314215",12
"809610",12
"458576",12
"912308",12
"901287",12
"599673",12
"860367",12
"416759",12
"622159",12
"38994",12
"301893",12
"431182",12
"904261",12
"504221",12
"1186100",12
"1364571",12
"526305",12
"674557",12
"661145",12
"172835",12
"280649",12
"156603",12
"472025",12
"187581",12
"190925",12
"347026",12
"206448",12
"687970",12
"502158",12
"285380",12
"1119674",12
"951679",12
"359809",12
"947819",12
"449881",12
"666788",12
"371426",12
"233665",12
"197933",12
"1018896",12
"1081000",12
"604882",12
"499362",12
"591794",12
"1304886",12
"358241",12
"170879",12
"782929",12
"628752",12
"555753",12
"448131",12
"241477",12
"149650",12
"298462",12
"510492",12
"99953",12
"1105800",12
"104283",12
"632935",12
"524263",12
"504396",12
"682519",12
"817954",12
"222995",12
"529784",12
"324315",12
"435369",12
"527571",12
"463496",12
"244488",12
"823829",12
"757705",12
"762548",12
"662789",12
"2406090",12
"1418125",12
"224422",12
"791562",12
"780669",12
"935579",12
"467511",12
"551489",12
"291415",12
"1579735",12
"868497",12
"647922",12
"689743",12
"486014",12
"774264",12
"1450401",12
"323596",12
"108885",12
"175765",12
"1376149",12
"959822",12
"649645",12
"228312",12
"1193678",12
"832683",12
"244091",12
"904198",12
"463072",12
"1220200",12
"753045",12
"462293",12
"635200",12
"836134",12
"1072437",12
"405405",12
"151326",12
"1213071",12
"457378",12
"385371",12
"54909",12
"439356",12
"379079",12
"1199350",12
"749261",12
"657864",12
"234872",12
"1332241",12
"708496",12
"613103",12
"543536",12
"1995",12
"901070",12
"753131",12
"128665",12
"658205",12
"1048980",12
"555099",12
"702873",12
"755342",12
"625396",12
"1231137",12
"562688",12
"860199",12
"286519",12
"301645",12
"673042",12
"707774",12
"1043043",12
"78209",12
"501784",12
"283089",12
"1125786",12
"620497",12
"492376",12
"447706",12
"2142159",12
"576487",12
"700451",12
"100901",12
"156301",12
"487672",12
"112366",12
"1760162",12
"503270",12
"40525",12
"144961",12
"727212",12
"410573",12
"493857",12
"295878",12
"244462",12
"564976",12
"991067",12
"814504",12
"209904",12
"614331",12
"997481",12
"647976",12
"1290539",12
"371125",12
"550975",12
"1292000",12
"404368",12
"563012",12
"342504",12
"268814",12
"536239",12
"268441",12
"744300",12
"1184349",12
"354010",12
"590736",12
"366601",12
"594767",12
"1010200",12
"237176",12
"174653",12
"273278",12
"464269",12
"586971",12
"367120",12
"928975",12
"120817",12
"1460918",12
"1287957",12
"1719156",12
"1338164",12
"1876172",12
"401543",12
"624032",12
"265166",12
"952061",12
"568451",12
"791524",12
"708525",12
"847091",12
"115605",12
"280681",12
"813617",12
"865419",12
"658430",12
"1086894",12
"209643",12
"438721",12
"690007",12
"235401",12
"454423",12
"965214",12
"358252",12
"1398724",12
"384391",12
"675451",12
"293779",12
"124743",12
"668971",12
"49046",12
"1295408",12
"228162",12
"478445",12
"167090",12
"647656",12
"616645",12
"966744",12
"298230",12
"863071",12
"923407",12
"906770",12
"1558840",12
"918379",12
"595321",12
"756094",12
"829194",12
"1112146",12
"619476",12
"512548",12
"636542",12
"175648",12
"615327",12
"612014",12
"608281",12
"248702",12
"1050349",12
"966718",12
"667064",12
"741013",12
"172766",12
"177308",12
"271508",12
"266217",12
"874717",12
"1097790",12
"896171",12
"1050775",12
"659485",12
"808418",12
"630433",12
"1243308",12
"1073100",12
"630032",12
"673919",12
"1059115",12
"251253",12
"552185",12
"1001844",12
"15073",12
"203966",12
"957398",12
"572913",12
"651568",12
"1255666",12
"657222",12
"461863",12
"1235915",12
"761704",12
"620236",12
"767985",12
"1243117",12
"386153",12
"571780",12
"505669",12
"298595",12
"664806",12
"237741",12
"473110",12
"921684",12
"271942",12
"309792",12
"402554",12
"897014",12
"553609",12
"189821",12
"1060769",12
"779501",12
"471346",12
"598915",12
"658176",12
"502463",12
"162854",12
"25754",12
"1775476",12
"622080",12
"565326",12
"277837",12
"902075",12
"273334",12
"1057788",12
"884928",12
"971185",12
"352015",12
"181038",12
"361470",12
"1411674",12
"771487",12
"196752",12
"342298",12
"97492",12
"263146",12
"630866",12
"185897",12
"1050677",12
"644469",12
"1676654",12
"165562",12
"787770",12
"911133",12
"194980",12
"1139890",12
"708191",12
"451691",12
"522248",12
"913590",12
"691079",12
"1484667",12
"245878",12
"971600",12
"167196",12
"688399",12
"54201",12
"1158836",12
"550235",12
"778866",12
"657910",12
"657024",12
"675145",12
"648705",12
"689142",12
"167023",12
"527623",12
"541847",12
"160258",12
"568534",12
"343714",12
"1259106",12
"1557853",12
"1041883",12
"661324",12
"815844",12
"221147",12
"164560",12
"424693",12
"186026",12
"1200221",12
"1189604",12
"630929",12
"545346",12
"189158",12
"666434",12
"822359",12
"641341",12
"1000331",12
"173810",12
"1204218",12
"340795",12
"667971",12
"719724",12
"1005749",12
"833396",12
"526793",12
"923013",12
"480607",12
"1303423",12
"691640",12
"1268083",12
"679604",12
"721181",12
"581576",12
"1052994",12
"1495096",12
"57280",12
"141880",12
"748861",12
"1372190",12
"206484",12
"664402",12
"572126",12
"173009",12
"731656",12
"85285",12
"723696",12
"668825",12
"434926",12
"1222753",12
"358646",12
"309975",12
"1508171",12
"246612",12
"702759",12
"1157775",12
"442821",12
"160733",12
"1544723",12
"276685",12
"531074",12
"433527",12
"1000191",12
"739417",12
"616780",12
"657997",12
